trials.thisRepN	trials.thisTrialN	trials.thisN	trials.thisIndex	num_distr	fixation.started	target.started	mouse.started	mouse.x	mouse.y	mouse.leftButton	mouse.midButton	mouse.rightButton	mouse.clicked_name	participant	session	date	expName	psychopyVersion	frameRate
108	0	108	0	5	174.0314147	174.0314147	0.0201332	0.050925926	0.147222222	1	0	0		200	1	2023-09-29_09h55.18.421	tutorial 3	2023.1.3	60.29806542
111	0	111	0	5	175.6270451	175.6270451	0.0261727	0.050925926	0.147222222	1	0	0		200	1	2023-09-29_09h55.18.421	tutorial 3	2023.1.3	60.29806542
113	0	113	0	5	176.8422541	176.8422541	0.0162565	0.051851852	0.146296296	1	0	0		200	1	2023-09-29_09h55.18.421	tutorial 3	2023.1.3	60.29806542
115	0	115	0	5	177.737941	177.737941	0.0257693	0.051851852	0.146296296	1	0	0		200	1	2023-09-29_09h55.18.421	tutorial 3	2023.1.3	60.29806542
116	0	116	0	5	178.1701969	178.1701969	0.0200476	0.051851852	0.146296296	1	0	0		200	1	2023-09-29_09h55.18.421	tutorial 3	2023.1.3	60.29806542
117	0	117	0	5	178.801784	178.801784	0.0194859	0.051851852	0.146296296	1	0	0		200	1	2023-09-29_09h55.18.421	tutorial 3	2023.1.3	60.29806542
118	0	118	0	5	179.5331161	179.5331161	0.0188281	0.051851852	0.146296296	1	0	0		200	1	2023-09-29_09h55.18.421	tutorial 3	2023.1.3	60.29806542
120	0	120	0	5	180.6302368	180.6302368	0.0337546	0.051851852	0.146296296	1	0	0		200	1	2023-09-29_09h55.18.421	tutorial 3	2023.1.3	60.29806542
122	0	122	0	5	181.6940751	181.6940751	0.0371151	0.051851852	0.146296296	1	0	0		200	1	2023-09-29_09h55.18.421	tutorial 3	2023.1.3	60.29806542
124	0	124	0	5	182.8406342	182.8406342	0.0278181	0.051851852	0.144444444	1	0	0		200	1	2023-09-29_09h55.18.421	tutorial 3	2023.1.3	60.29806542
126	0	126	0	5	183.9546657	183.9546657	0.0373744	0.052777778	0.141666667	1	0	0		200	1	2023-09-29_09h55.18.421	tutorial 3	2023.1.3	60.29806542
127	0	127	0	5	184.486096	184.486096	0.0374917	0.052777778	0.141666667	1	0	0		200	1	2023-09-29_09h55.18.421	tutorial 3	2023.1.3	60.29806542
128	0	128	0	5	184.9681244	184.9681244	0.022492	0.056481481	0.136111111	1	0	0		200	1	2023-09-29_09h55.18.421	tutorial 3	2023.1.3	60.29806542
131	0	131	0	5	189.8713701	189.8713701	0.0262013	0.062962963	0.126851852	1	0	0		200	1	2023-09-29_09h55.18.421	tutorial 3	2023.1.3	60.29806542
132	0	132	0	5	190.4365153	190.4365153	0.0226042	0.062962963	0.126851852	1	0	0		200	1	2023-09-29_09h55.18.421	tutorial 3	2023.1.3	60.29806542
133	0	133	0	5	191.054413	191.054413	0.0194185	0.062962963	0.126851852	1	0	0		200	1	2023-09-29_09h55.18.421	tutorial 3	2023.1.3	60.29806542
136	0	136	0	5	192.7634626	192.7634626	0.0157548	0.062962963	0.126851852	1	0	0		200	1	2023-09-29_09h55.18.421	tutorial 3	2023.1.3	60.29806542
137	0	137	0	5	193.5148161	193.5148161	0.0197711	0.062962963	0.126851852	1	0	0		200	1	2023-09-29_09h55.18.421	tutorial 3	2023.1.3	60.29806542
139	0	139	0	5	194.6273699	194.6273699	0.0157125	0.062962963	0.126851852	1	0	0		200	1	2023-09-29_09h55.18.421	tutorial 3	2023.1.3	60.29806542
140	0	140	0	5	195.2733457	195.2733457	0.0180437	0.062962963	0.126851852	1	0	0		200	1	2023-09-29_09h55.18.421	tutorial 3	2023.1.3	60.29806542
141	0	141	0	5	195.8249902	195.8249902	0.0199407	0.062962963	0.126851852	1	0	0		200	1	2023-09-29_09h55.18.421	tutorial 3	2023.1.3	60.29806542
146	0	146	0	5	198.8467293	198.8467293	0.0167771	0.062962963	0.126851852	1	0	0		200	1	2023-09-29_09h55.18.421	tutorial 3	2023.1.3	60.29806542
150	0	150	0	5	201.1084677	201.1084677	0.0312333	0.062962963	0.126851852	1	0	0		200	1	2023-09-29_09h55.18.421	tutorial 3	2023.1.3	60.29806542
154	0	154	0	5	204.017987	204.017987	0.0317115	0.061111111	0.126851852	1	0	0		200	1	2023-09-29_09h55.18.421	tutorial 3	2023.1.3	60.29806542
155	0	155	0	5	204.5478913	204.5478913	0.0206157	0.061111111	0.126851852	1	0	0		200	1	2023-09-29_09h55.18.421	tutorial 3	2023.1.3	60.29806542
156	0	156	0	5	205.1655068	205.1655068	0.0188661	0.061111111	0.126851852	1	0	0		200	1	2023-09-29_09h55.18.421	tutorial 3	2023.1.3	60.29806542
158	0	158	0	5	206.6093241	206.6093241	0.0280107	0.061111111	0.126851852	1	0	0		200	1	2023-09-29_09h55.18.421	tutorial 3	2023.1.3	60.29806542
159	0	159	0	5	207.1739856	207.1739856	0.0278586	0.061111111	0.126851852	1	0	0		200	1	2023-09-29_09h55.18.421	tutorial 3	2023.1.3	60.29806542
161	0	161	0	5	208.3706775	208.3706775	0.025935	0.061111111	0.126851852	1	0	0		200	1	2023-09-29_09h55.18.421	tutorial 3	2023.1.3	60.29806542
162	0	162	0	5	209.0691177	209.0691177	0.0342007	0.061111111	0.126851852	1	0	0		200	1	2023-09-29_09h55.18.421	tutorial 3	2023.1.3	60.29806542
168	0	168	0	5	213.4735403	213.4735403	0.0359474	0.061111111	0.125925926	1	0	0		200	1	2023-09-29_09h55.18.421	tutorial 3	2023.1.3	60.29806542
170	0	170	0	5	214.6368558	214.6368558	0.0267164	0.061111111	0.125925926	1	0	0		200	1	2023-09-29_09h55.18.421	tutorial 3	2023.1.3	60.29806542
173	0	173	0	5	216.4153954	216.4153954	0.0358461	0.061111111	0.125925926	1	0	0		200	1	2023-09-29_09h55.18.421	tutorial 3	2023.1.3	60.29806542
175	0	175	0	5	217.5969073	217.5969073	0.017808	0.061111111	0.125925926	1	0	0		200	1	2023-09-29_09h55.18.421	tutorial 3	2023.1.3	60.29806542
179	0	179	0	5	219.8558648	219.8558648	0.0367157	0.061111111	0.125925926	1	0	0		200	1	2023-09-29_09h55.18.421	tutorial 3	2023.1.3	60.29806542
182	0	182	0	5	221.6010597	221.6010597	0.0293175	0.063888889	0.125925926	1	0	0		200	1	2023-09-29_09h55.18.421	tutorial 3	2023.1.3	60.29806542
185	0	185	0	5	223.4628612	223.4628612	0.0295921	0.063888889	0.125925926	1	0	0		200	1	2023-09-29_09h55.18.421	tutorial 3	2023.1.3	60.29806542
186	0	186	0	5	224.0114009	224.0114009	0.0195621	0.063888889	0.125925926	1	0	0		200	1	2023-09-29_09h55.18.421	tutorial 3	2023.1.3	60.29806542
187	0	187	0	5	224.5430849	224.5430849	0.0230905	0.063888889	0.125925926	1	0	0		200	1	2023-09-29_09h55.18.421	tutorial 3	2023.1.3	60.29806542
189	0	189	0	5	225.5748641	225.5748641	0.0155568	0.063888889	0.125925926	0	0	1		200	1	2023-09-29_09h55.18.421	tutorial 3	2023.1.3	60.29806542
191	0	191	0	5	226.753619	226.753619	0.0359084	0.063888889	0.125925926	0	0	1		200	1	2023-09-29_09h55.18.421	tutorial 3	2023.1.3	60.29806542
193	0	193	0	5	227.9006083	227.9006083	0.0358152	0.063888889	0.125925926	0	0	1		200	1	2023-09-29_09h55.18.421	tutorial 3	2023.1.3	60.29806542
196	0	196	0	5	229.6125236	229.6125236	0.035496	0.063888889	0.125925926	0	0	1		200	1	2023-09-29_09h55.18.421	tutorial 3	2023.1.3	60.29806542
199	0	199	0	5	231.3080028	231.3080028	0.0300491	0.063888889	0.125925926	0	0	1		200	1	2023-09-29_09h55.18.421	tutorial 3	2023.1.3	60.29806542
				5															
0	0	0	0	10	67.9226845	67.9226845	0.0506539	-0.10462963	0.098148148	1	0	0		200	1	2023-09-29_09h55.18.421	tutorial 3	2023.1.3	60.29806542
3	0	3	0	10	72.844001	72.844001	0.0457464	-0.105555556	0.102777778	1	0	0		200	1	2023-09-29_09h55.18.421	tutorial 3	2023.1.3	60.29806542
